date,txf_dealer_long_oi,txf_dealer_short_oi,txf_dealer_net_oi,txf_foreigner_long_oi,txf_foreigner_short_oi,txf_foreigner_net_oi,txf_trust_long_oi,txf_trust_short_oi,txf_trust_net_oi,txf_long_oi,txf_short_oi,txf_net_oi,mxf_dealer_long_oi,mxf_dealer_short_oi,mxf_dealer_net_oi,mxf_foreigner_long_oi,mxf_foreigner_short_oi,mxf_foreigner_net_oi,mxf_trust_long_oi,mxf_trust_short_oi,mxf_trust_net_oi,mxf_long_oi,mxf_short_oi,mxf_net_oi,buy_top5_oi_call,buy_top5_percent_call,buy_top10_oi_call,buy_top10_percent_call,sell_top5_oi_call,sell_top5_percent_call,sell_top10_oi_call,sell_top10_percent_call,total_call,buy_top5_oi_put,buy_top5_percent_put,buy_top10_oi_put,buy_top10_percent_put,sell_top5_oi_put,sell_top5_percent_put,sell_top10_oi_put,sell_top10_percent_put,total_put,buy_top5_oi_future,buy_top5_percent_future,buy_top10_oi_future,buy_top10_percent_future,sell_top5_oi_future,sell_top5_percent_future,sell_top10_oi_future,sell_top10_percent_future,total_future,open,high,low,close,volume
2008-07-25,5401,7546,-2145,24609,28512,-3903,2792,5613,-2821,32802,41671,-8869,1418,1792,-374,514,1126,-612,0,3,-3,1932,2921,-989,175280,43.6,217604,54.1,169809,42.3,225025,56.0,401904,70078,37.4,101925,54.4,56281,30.0,72428,38.6,187495,19761,36.1,25301,46.2,21838,39.9,30346,55.4,54764,7188.0,7190.0,7082.0,7170.0,62134
2008-07-29,3398,8635,-5237,25392,26966,-1574,2608,6125,-3517,31398,41726,-10328,1343,3410,-2067,514,1194,-680,0,180,-180,1857,4784,-2927,179348,42.4,218634,51.7,175901,41.6,235681,55.7,422922,69844,36.8,100270,52.9,57774,30.5,73962,39.0,189543,20366,37.1,25059,45.6,20191,36.7,28411,51.7,54946,6950.0,6980.0,6866.0,6916.0,57777
2008-07-30,2931,7191,-4260,25834,26675,-841,2311,5927,-3616,31076,39793,-8717,1709,3939,-2230,514,1210,-696,0,3,-3,2223,5152,-2929,172510,40.2,210215,49.0,173604,40.5,230905,53.8,428994,73721,37.8,104874,53.7,57545,29.5,75885,38.9,195274,20674,38.1,25247,46.6,20045,37.0,27904,51.5,54216,7070.0,7085.0,6966.0,7022.0,66831
2008-07-31,2476,8464,-5988,29245,27260,1985,2192,6409,-4217,33913,42133,-8220,2011,5521,-3510,209,977,-768,0,3,-3,2220,6501,-4281,167652,38.0,213089,48.3,167110,37.9,231013,52.4,440954,72729,34.2,105448,49.6,70164,33.0,91803,43.2,212749,21954,38.2,27515,47.9,20803,36.2,29467,51.3,57462,7098.0,7147.0,6890.0,6998.0,84825
2008-08-01,2496,8617,-6121,28425,28542,-117,2197,6250,-4053,33118,43409,-10291,1677,5527,-3850,0,845,-845,0,118,-118,1677,6490,-4813,166634,36.9,210631,46.7,171217,37.9,235375,52.1,451468,77408,34.5,114986,51.3,76461,34.1,99843,44.5,224155,21334,36.9,26995,46.7,21808,37.7,30467,52.7,57778,6901.0,6969.0,6851.0,6914.0,66509
2008-08-04,2751,8399,-5648,27654,27647,7,2364,6712,-4348,32769,42758,-9989,1649,4596,-2947,0,412,-412,0,3,-3,1649,5011,-3362,166518,35.8,210225,45.1,178877,38.4,245235,52.7,465729,78598,34.6,116556,51.4,78340,34.5,102010,45.0,226857,20663,35.9,26149,45.4,21426,37.2,29835,51.8,57578,6852.0,6964.0,6850.0,6934.0,53143
2008-08-05,2189,9279,-7090,27810,30404,-2594,2430,7007,-4577,32429,46690,-14261,1034,4320,-3286,0,1084,-1084,0,203,-203,1034,5607,-4573,159454,32.4,204313,41.5,186884,37.9,263865,53.6,492665,80780,35.9,118772,52.8,74252,33.0,98208,43.6,225070,20905,34.0,27253,44.3,23669,38.5,32129,52.2,61524,6973.0,6993.0,6756.0,6778.0,81580
2008-08-06,3082,8669,-5587,27601,29416,-1815,2413,6705,-4292,33096,44790,-11694,1569,2596,-1027,0,823,-823,0,3,-3,1569,3422,-1853,161958,32.8,208931,42.3,183600,37.2,258409,52.3,493703,84629,35.9,122981,52.2,75806,32.1,99312,42.1,235815,20721,35.1,26639,45.1,22258,37.7,30726,52.0,59086,6970.0,7030.0,6910.0,7017.0,63636
2008-08-07,3007,8757,-5750,28060,29799,-1739,2815,6332,-3517,33882,44888,-11006,1352,2636,-1284,89,764,-675,0,151,-151,1441,3551,-2110,164043,32.9,212089,42.5,182148,36.5,255910,51.3,498743,89898,35.8,129163,51.4,86301,34.3,108476,43.2,251297,20710,35.0,26526,44.8,22642,38.3,31005,52.4,59192,7002.0,7055.0,6960.0,7006.0,64802
2008-08-08,4080,8257,-4177,26316,29471,-3155,2809,5312,-2503,33205,43040,-9835,2847,2526,321,318,975,-657,0,3,-3,3165,3504,-339,167242,34.0,216227,43.9,182414,37.1,253352,51.5,492042,95233,34.5,137212,49.7,100737,36.5,125171,45.3,276225,19754,34.5,25367,44.3,21315,37.2,30032,52.4,57266,6941.0,7234.0,6936.0,7189.0,87708
2008-08-11,3908,8369,-4461,25901,27390,-1489,3017,5129,-2112,32826,40888,-8062,2940,2513,427,318,1228,-910,1,3,-2,3259,3744,-485,166736,34.5,220976,45.7,183725,38.0,253004,52.3,483994,100548,33.8,141241,47.5,115765,38.9,144447,48.5,297632,19922,35.9,25694,46.3,19974,36.0,28926,52.2,55454,7268.0,7339.0,7250.0,7289.0,59555
2008-08-12,4260,8507,-4247,25133,27284,-2151,2898,4971,-2073,32291,40762,-8471,2854,2877,-23,402,1173,-771,2,3,-1,3258,4053,-795,164522,33.2,221930,44.7,193185,38.9,261348,52.7,496120,100855,33.6,142105,47.3,113551,37.8,144381,48.1,300338,19695,35.7,25435,46.1,19970,36.2,28750,52.1,55154,7288.0,7333.0,7255.0,7270.0,56265
2008-08-13,4644,8551,-3907,23739,29058,-5319,2753,4720,-1967,31136,42329,-11193,2064,3170,-1106,269,1439,-1170,2,3,-1,2335,4612,-2277,165220,32.3,219791,42.9,199648,39.0,272286,53.2,511886,105741,34.2,146557,47.4,114740,37.1,146707,47.4,309240,19795,34.7,25301,44.4,20718,36.3,29557,51.8,57024,7258.0,7308.0,7190.0,7299.0,73849
2008-08-14,4934,7878,-2944,24002,29856,-5854,2835,4834,-1999,31771,42568,-10797,2637,3015,-378,0,1290,-1290,2,63,-61,2639,4368,-1729,166233,32.0,221337,42.5,197460,38.0,274321,52.7,520203,112285,34.9,154994,48.2,121656,37.8,158451,49.3,321505,19786,34.2,25061,43.3,20869,36.1,29764,51.5,57812,7280.0,7364.0,7230.0,7363.0,64327
2008-08-15,2455,8444,-5989,23587,29195,-5608,2713,4868,-2155,28755,42507,-13752,2415,4146,-1731,0,1703,-1703,2,3,-1,2417,5852,-3435,166966,31.6,228889,43.3,195241,37.0,277557,52.6,528151,109745,33.8,152923,47.1,128810,39.7,165060,50.8,324704,19810,35.2,24304,43.2,20846,37.0,30018,53.3,56281,7362.0,7382.0,7155.0,7216.0,73474
2008-08-18,1536,9114,-7578,22372,27453,-5081,2827,5911,-3084,26735,42478,-15743,1804,5826,-4022,0,1406,-1406,2,53,-51,1806,7285,-5479,171895,30.7,227598,40.7,219843,39.3,309031,55.3,559042,102765,35.0,145789,49.6,116655,39.7,149790,51.0,293770,17494,31.4,22118,39.7,20424,36.7,29416,52.8,55685,7180.0,7222.0,6956.0,6980.0,78395
2008-08-19,2280,10724,-8444,29128,29814,-686,2850,6553,-3703,34258,47091,-12833,3566,6198,-2632,128,1185,-1057,2,3,-1,3696,7386,-3690,174185,30.0,231460,39.9,223111,38.5,311793,53.7,580202,112191,37.2,158130,52.4,120308,39.8,151692,50.2,301981,19821,32.3,26601,43.3,21471,35.0,30227,49.2,61385,6856.0,6978.0,6813.0,6936.0,75511
2008-08-20,2105,9988,-7883,30668,30085,583,2777,6962,-4185,35550,47035,-11485,1228,4732,-3504,80,1228,-1148,2,145,-143,1310,6105,-4795,176448,29.9,232322,39.4,219753,37.3,310405,52.6,589579,111086,36.6,157763,52.0,115404,38.0,150663,49.7,303417,21163,35.0,27957,46.3,20363,33.7,28747,47.6,60404,6904.0,7052.0,6873.0,7041.0,45006
2008-08-21,1541,9163,-7622,22151,20058,2093,2920,7020,-4100,26612,36241,-9629,353,4453,-4100,11,182,-171,2,3,-1,366,4638,-4272,95937,36.9,118783,45.7,120901,46.5,171688,66.1,259824,45174,39.1,64304,55.6,42598,36.9,52803,45.7,115554,18712,37.0,22961,45.4,17278,34.2,23759,47.0,50580,6938.0,6958.0,6855.0,6878.0,62073
2008-08-22,1387,9230,-7843,22641,20659,1982,3039,9040,-6001,27067,38929,-11862,1083,4793,-3710,195,641,-446,2,93,-91,1280,5527,-4247,100974,34.6,125565,43.1,133708,45.9,182463,62.6,291494,45570,34.5,73255,55.5,45966,34.8,59412,45.0,131902,18992,36.4,23248,44.5,17709,33.9,24610,47.2,52189,6845.0,6975.0,6766.0,6865.0,85588
2008-08-25,1810,8561,-6751,22839,20838,2001,2834,8628,-5794,27483,38027,-10544,1567,4534,-2967,524,421,103,2,3,-1,2093,4958,-2865,103158,34.4,130239,43.5,128461,42.9,178890,59.7,299507,44987,31.7,73990,52.2,47661,33.6,62084,43.8,141868,18518,35.9,23250,45.0,17413,33.7,24187,46.8,51632,6956.0,7037.0,6896.0,6988.0,58898
2008-08-26,1214,8343,-7129,23296,20828,2468,2797,8789,-5992,27307,37960,-10653,1344,4663,-3319,504,249,255,2,3,-1,1850,4915,-3065,103879,33.2,130984,41.9,133051,42.6,184255,58.9,312607,45494,30.7,77424,52.3,47929,32.4,63234,42.7,147964,18705,36.2,23455,45.3,17949,34.7,24748,47.8,51724,6909.0,6962.0,6885.0,6946.0,47895
2008-08-27,1386,6813,-5427,21995,21225,770,2821,8583,-5762,26202,36621,-10419,963,3194,-2231,557,0,557,2,3,-1,1522,3197,-1675,109261,33.2,140786,42.8,138262,42.0,188857,57.4,329202,50174,32.3,79575,51.2,48146,31.0,64192,41.3,155373,18298,36.2,22049,43.6,17679,35.0,24470,48.4,50551,6929.0,7120.0,6897.0,7082.0,65994
2008-08-28,1191,7042,-5851,21412,22261,-849,2816,8642,-5826,25419,37945,-12526,514,4184,-3670,611,0,611,2,3,-1,1127,4187,-3060,110577,32.4,144512,42.4,142434,41.8,194512,57.0,341066,49791,31.5,78897,49.9,46179,29.2,62060,39.3,157960,18233,35.4,21501,41.7,18637,36.1,25378,49.2,51556,7080.0,7138.0,7034.0,7041.0,55653
2008-08-29,1774,6720,-4946,21201,21861,-660,2563,9005,-6442,25538,37586,-12048,547,4091,-3544,370,324,46,2,3,-1,919,4418,-3499,111369,30.3,155722,42.4,147576,40.2,209263,57.0,367257,52667,31.8,82677,49.9,45658,27.6,63108,38.1,165682,18461,35.5,21615,41.6,18514,35.6,25088,48.3,51972,7100.0,7138.0,7011.0,7054.0,59255
2008-09-01,1540,9008,-7468,22389,23476,-1087,2647,9376,-6729,26576,41860,-15284,1214,5230,-4016,435,958,-523,2,3,-1,1651,6191,-4540,113250,28.5,148396,37.4,160077,40.3,231047,58.2,396743,63439,34.8,99780,54.8,50616,27.8,68036,37.3,182180,18721,32.6,22417,39.0,18878,32.8,25633,44.6,57500,6980.0,6986.0,6740.0,6756.0,70445
2008-09-02,1505,9766,-8261,25181,22454,2727,2657,11741,-9084,29343,43961,-14618,1506,5872,-4366,453,560,-107,2,3,-1,1961,6435,-4474,114967,27.7,148337,35.7,166540,40.1,238685,57.5,415128,79369,42.6,113228,60.7,53163,28.5,71508,38.4,186436,19739,32.3,24136,39.5,18854,30.8,26074,42.6,61158,6790.0,6797.0,6652.0,6698.0,75022
2008-09-03,1077,9869,-8792,25732,22875,2857,2493,11903,-9410,29302,44647,-15345,724,6549,-5825,449,982,-533,2,3,-1,1175,7534,-6359,121712,27.1,156329,34.9,183006,40.8,263153,58.7,448461,83629,41.8,117811,58.8,57407,28.7,79180,39.5,200243,19795,32.0,24406,39.5,18806,30.4,27186,44.0,61793,6714.0,6756.0,6560.0,6588.0,80450
2008-09-04,1719,9009,-7290,23921,22777,1144,2483,12277,-9794,28123,44063,-15940,862,6490,-5628,457,1041,-584,1,3,-2,1320,7534,-6214,121965,24.7,164028,33.2,200725,40.7,296606,60.1,493386,91236,46.5,125608,64.1,54889,28.0,78142,39.8,196108,17117,27.6,22396,36.1,20521,33.1,28977,46.7,62036,6561.0,6630.0,6345.0,6397.0,85061
2008-09-05,2277,10860,-8583,26464,23495,2969,2493,12132,-9639,31234,46487,-15253,1052,6183,-5131,437,347,90,0,3,-3,1489,6533,-5044,130744,24.6,171064,32.2,213728,40.2,329015,61.9,531494,94458,49.0,125715,65.2,59784,31.0,83266,43.2,192822,17776,28.1,23544,37.3,20323,32.2,29631,46.9,63153,6235.0,6330.0,6203.0,6244.0,69240
2008-09-08,3659,7813,-4154,29462,25146,4316,2477,11782,-9305,35598,44741,-9143,2037,5294,-3257,485,495,-10,0,3,-3,2522,5792,-3270,129512,24.7,172924,33.0,214865,41.1,317788,60.7,523350,102397,45.6,137898,61.5,69133,30.8,105155,46.9,224390,20286,32.2,26253,41.7,23349,37.1,31372,49.8,62985,6487.0,6677.0,6481.0,6677.0,59253
2008-09-09,2996,10189,-7193,29063,21706,7357,2592,11654,-9062,34651,43549,-8898,1172,6552,-5380,395,477,-82,0,3,-3,1567,7032,-5465,137691,24.5,184717,32.9,236453,42.1,343725,61.2,561388,99623,43.3,135779,59.0,75522,32.8,109845,47.7,230174,20215,32.7,26259,42.5,20909,33.9,29238,47.4,61727,6594.0,6618.0,6390.0,6466.0,74031
2008-09-10,2544,8577,-6033,27803,25188,2615,2652,11534,-8882,32999,45299,-12300,1210,6693,-5483,318,355,-37,0,3,-3,1528,7051,-5523,137086,23.3,188756,32.1,247833,42.2,353973,60.2,587794,104449,44.6,141355,60.4,74210,31.7,107128,45.7,234225,19149,29.8,25027,38.9,24811,38.6,33763,52.5,64305,6351.0,6516.0,6345.0,6453.0,85603
2008-09-11,3393,11212,-7819,28744,21531,7213,2657,10550,-7893,34794,43293,-8499,1470,7825,-6355,11,481,-470,0,3,-3,1481,8309,-6828,141867,23.2,189484,31.0,248380,40.6,361047,59.0,611868,98258,41.4,139930,59.0,78768,33.2,110089,46.4,237079,19857,30.5,26124,40.2,21736,33.4,30754,47.3,65037,6437.0,6438.0,6203.0,6230.0,82819
2008-09-12,2978,10697,-7719,29485,21347,8138,2632,11413,-8781,35095,43457,-8362,2109,8071,-5962,11,375,-364,0,3,-3,2120,8449,-6329,156583,24.2,207218,32.0,248437,38.3,370398,57.2,647944,106297,44.5,147973,61.9,72468,30.3,105336,44.1,239035,21007,32.4,27152,41.9,21613,33.4,30862,47.6,64779,6354.0,6369.0,6153.0,6288.0,86443
2008-09-15,2814,12297,-9483,30933,19424,11509,2866,10057,-7191,36613,41778,-5165,3047,7941,-4894,396,190,206,0,3,-3,3443,8134,-4691,160332,23.5,222899,32.6,243460,35.6,397005,58.1,683468,126961,55.2,163145,70.9,73286,31.9,109921,47.8,230054,21541,34.0,28625,45.1,20225,31.9,28965,45.7,63402,6130.0,6190.0,5863.0,5967.0,81846
2008-09-16,3016,17081,-14065,41438,26144,15294,2688,7831,-5143,47142,51056,-3914,1737,9526,-7789,331,39,292,0,3,-3,2068,9568,-7500,160760,22.2,229388,31.7,273109,37.7,438995,60.6,723869,119396,57.0,155489,74.2,74419,35.5,106964,51.1,209450,26135,36.4,35842,49.9,22685,31.6,32685,45.5,71869,5849.0,5858.0,5679.0,5685.0,90493
2008-09-17,3697,17763,-14066,43102,26370,16732,2667,9011,-6344,49466,53144,-3678,1131,10150,-9019,11,227,-216,0,3,-3,1142,10380,-9238,169584,22.4,237708,31.4,281827,37.2,453732,59.9,756927,117131,54.2,158361,73.3,84998,39.3,118892,55.0,216164,25937,35.0,36403,49.1,22699,30.6,34201,46.2,74070,5916.0,5999.0,5719.0,5767.0,68589
2008-09-18,4551,8323,-3772,22715,19322,3393,2656,9816,-7160,29922,37461,-7539,1707,6735,-5028,11,119,-108,0,0,0,1718,6854,-5136,61915,27.2,89688,39.5,95400,42.0,130261,57.3,227344,44330,46.0,67170,69.8,44178,45.9,56009,58.2,96276,17941,33.7,23914,44.9,16580,31.1,25143,47.2,53313,5551.0,5590.0,5416.0,5522.0,104745
2008-09-19,6571,6868,-297,25359,20296,5063,2376,10126,-7750,34306,37290,-2984,3263,4638,-1375,11,175,-164,0,3,-3,3274,4816,-1542,62574,24.4,90776,35.3,97491,38.0,133817,52.1,256837,47358,39.5,72496,60.5,48210,40.3,62010,51.8,119748,19601,35.4,27020,48.9,16138,29.2,24045,43.5,55300,5806.0,5908.0,5785.0,5908.0,42344
2008-09-22,5917,8015,-2098,28608,19483,9125,2256,8209,-5953,36781,35707,1074,4034,4882,-848,11,175,-164,0,3,-3,4045,5060,-1015,72054,26.8,103985,38.6,96012,35.7,134279,49.9,269082,50402,36.1,74615,53.4,53968,38.6,69381,49.6,139765,22361,39.7,29396,52.2,18525,32.9,25341,45.0,56348,6120.0,6122.0,5956.0,6089.0,79569
2008-09-23,5985,7817,-1832,26404,21325,5079,2327,7248,-4921,34716,36390,-1674,4498,5666,-1168,11,88,-77,0,3,-3,4509,5757,-1248,72878,25.8,108477,38.4,95580,33.9,137480,48.7,282352,53968,33.8,81807,51.3,59445,37.3,75592,47.4,159551,19483,35.3,26703,48.3,19375,35.1,26385,47.8,55252,6030.0,6150.0,5995.0,6135.0,72431
2008-09-24,5913,9000,-3087,26722,20330,6392,2823,7073,-4250,35458,36403,-945,4851,6177,-1326,11,200,-189,0,3,-3,4862,6380,-1518,79242,26.7,116676,39.2,95262,32.0,142462,47.9,297326,59954,34.4,90696,52.1,71916,41.3,90201,51.8,174068,20125,35.8,27683,49.2,19749,35.1,27197,48.3,56257,6117.0,6195.0,6075.0,6155.0,78510
2008-09-25,5630,9256,-3626,24499,19062,5437,3275,7082,-3807,33404,35400,-1996,5388,7203,-1815,11,429,-418,0,3,-3,5399,7635,-2236,89180,28.4,126034,40.1,100022,31.8,149075,47.4,314353,62912,34.5,93642,51.3,75748,41.5,94726,51.9,182536,20264,37.2,27012,49.6,19561,35.9,27439,50.4,54492,6000.0,6159.0,5961.0,6058.0,77760
2008-09-26,5675,9306,-3631,25417,18308,7109,2305,9943,-7638,33397,37557,-4160,6131,8342,-2211,11,883,-872,0,3,-3,6142,9228,-3086,95597,28.2,130141,38.4,110113,32.5,163071,48.1,338724,68481,37.1,97877,53.0,78044,42.3,97528,52.9,184519,21375,36.7,28438,48.9,20531,35.3,28397,48.8,58170,6050.0,6061.0,5819.0,5866.0,83525
2008-09-30,5725,9238,-3513,30895,18975,11920,2095,13160,-11065,38715,41373,-2658,5009,7854,-2845,11,883,-872,0,3,-3,5020,8740,-3720,93710,25.6,129554,35.4,120073,32.8,177457,48.5,365595,75097,42.3,106891,60.3,73856,41.6,93692,52.8,177354,23095,36.3,31268,49.1,24944,39.2,33706,52.9,63692,5459.0,5587.0,5459.0,5549.0,51459
2008-10-01,7166,9833,-2667,34279,18692,15587,2137,14357,-12220,43582,42882,700,5259,8042,-2783,11,483,-472,0,3,-3,5270,8528,-3258,103020,27.3,142910,37.8,120571,31.9,177627,47.0,378038,72276,38.9,106521,57.4,76765,41.3,98945,53.3,185714,24596,37.0,34077,51.3,25300,38.1,33345,50.2,66422,5599.0,5718.0,5598.0,5676.0,70474
2008-10-02,7484,10012,-2528,35729,18439,17290,2060,17199,-15139,45273,45650,-377,5513,8792,-3279,11,856,-845,0,3,-3,5524,9651,-4127,103796,26.5,140898,36.0,126142,32.2,185091,47.3,391658,71869,37.7,104043,54.6,76277,40.0,98180,51.5,190703,25787,36.6,35167,49.9,25145,35.7,33980,48.2,70508,5721.0,5739.0,5555.0,5618.0,81005
2008-10-03,7988,8305,-317,33969,19425,14544,2265,17931,-15666,44222,45661,-1439,6866,10326,-3460,11,498,-487,0,3,-3,6877,10827,-3950,103021,24.6,144836,34.6,132428,31.7,195734,46.8,418162,77554,39.0,114756,57.7,76606,38.5,100128,50.4,198750,25604,36.6,33974,48.5,24880,35.5,34218,48.8,70050,5550.0,5685.0,5490.0,5645.0,78624
2008-10-06,7223,9162,-1939,36464,19809,16655,2257,17724,-15467,45944,46695,-751,7329,10563,-3234,11,1031,-1020,0,3,-3,7340,11597,-4257,102428,23.0,150690,33.8,130625,29.3,212909,47.7,446239,78808,40.7,115331,59.5,71503,36.9,96154,49.6,193813,26279,36.4,36084,50.0,24183,33.5,34022,47.1,72218,5488.0,5500.0,5382.0,5387.0,72911
2008-10-07,6849,8977,-2128,37080,20559,16521,2304,17591,-15287,46233,47127,-894,7485,10007,-2522,11,1002,-991,0,3,-3,7496,11012,-3516,109756,23.3,160743,34.2,138144,29.4,223180,47.5,470267,78423,39.6,121023,61.2,69936,35.4,92590,46.8,197836,27291,38.4,36863,51.8,22266,31.3,32265,45.3,71151,5250.0,5485.0,5222.0,5445.0,91706
2008-10-08,6854,10154,-3300,38621,20625,17996,2303,18351,-16048,47778,49130,-1352,7097,10490,-3393,11,821,-810,0,3,-3,7108,11314,-4206,116487,23.4,170807,34.3,143273,28.7,237486,47.6,498513,77645,42.6,116486,63.9,68884,37.8,92813,50.9,182430,29091,41.3,39623,56.3,19660,27.9,30230,42.9,70413,5249.0,5345.0,5065.0,5112.0,106404
2008-10-09,6099,8004,-1905,39844,21840,18004,2291,18215,-15924,48234,48059,175,6873,9892,-3019,11,1004,-993,0,3,-3,6884,10899,-4015,122595,23.6,175912,33.9,150631,29.0,247582,47.7,518969,70213,39.4,111889,62.8,70076,39.3,94405,53.0,178134,30629,43.1,40290,56.7,21360,30.0,31824,44.7,71119,5186.0,5254.0,5058.0,5062.0,113227
2008-10-13,7867,8696,-829,43786,24542,19244,2409,19219,-16810,54062,52457,1605,10385,13172,-2787,11,901,-890,0,3,-3,10396,14076,-3680,129111,23.1,187196,33.5,165463,29.6,267095,47.7,559627,76603,46.1,113510,68.3,66861,40.2,90032,54.2,166235,36180,44.9,46917,58.2,26157,32.4,37753,46.8,80623,4885.0,4978.0,4885.0,4945.0,65331
2008-10-14,13112,9195,3917,41912,26357,15555,2780,17827,-15047,57804,53379,4425,14774,13873,901,11,1043,-1032,0,6,-6,14785,14922,-137,133453,23.0,192690,33.3,173804,30.0,278662,48.1,579375,84670,46.0,124361,67.6,62307,33.9,87945,47.8,184058,37207,44.8,47512,57.2,27953,33.6,40747,49.0,83101,5286.0,5287.0,5236.0,5287.0,47432
2008-10-15,6428,6419,9,41676,27178,14498,3010,17351,-14341,51114,50948,166,7626,7174,452,11,930,-919,0,3,-3,7637,8107,-470,141131,24.3,208705,36.0,177904,30.7,277179,47.8,579781,83200,47.1,118277,66.9,68754,38.9,96076,54.4,176747,31140,42.2,39552,53.6,23429,31.7,34736,47.0,73849,5297.0,5297.0,5153.0,5245.0,60484
2008-10-16,3335,5194,-1859,29720,17059,12661,2854,15012,-12158,35909,37265,-1356,1123,6141,-5018,11,158,-147,0,3,-3,1134,6302,-5168,64423,37.2,88579,51.2,67868,39.2,91419,52.8,173017,35901,43.2,51231,61.7,30100,36.2,43262,52.1,83069,23412,42.3,29535,53.4,20437,37.0,30107,54.4,55300,4978.0,4978.0,4978.0,4978.0,3373
2008-10-17,3778,6261,-2483,32513,16900,15613,2237,20657,-18420,38528,43818,-5290,2053,9485,-7432,11,322,-311,0,3,-3,2064,9810,-7746,69254,33.4,99475,47.9,66868,32.2,97899,47.2,207477,44737,46.6,62701,65.3,33824,35.2,50873,53.0,96071,25459,38.0,32497,48.4,23236,34.6,33684,50.2,67074,4894.0,4968.0,4804.0,4804.0,72243
2008-10-20,4362,5768,-1406,38777,17827,20950,2328,23054,-20726,45467,46649,-1182,2910,9106,-6196,11,149,-138,0,3,-3,2921,9258,-6337,68716,29.9,98899,43.1,68895,30.0,108995,47.5,229704,50375,46.0,74210,67.8,36605,33.4,54730,50.0,109457,30465,41.4,38412,52.2,25553,34.8,37703,51.3,73528,4804.0,4836.0,4636.0,4823.0,86475
2008-10-21,4480,6061,-1581,42869,18317,24552,2334,22678,-20344,49683,47056,2627,3188,8102,-4914,11,459,-448,0,3,-3,3199,8564,-5365,73140,29.2,104910,41.8,72204,28.8,115000,45.8,250821,47978,41.2,73672,63.2,38193,32.8,57337,49.2,116582,33689,45.0,41561,55.6,25496,34.1,37403,50.0,74790,4930.0,4950.0,4735.0,4817.0,117280
2008-10-22,4302,6187,-1885,43427,18669,24758,2188,24159,-21971,49917,49015,902,3493,9278,-5785,11,469,-458,0,3,-3,3504,9750,-6246,74763,27.5,104662,38.4,77198,28.3,121650,44.7,272314,41929,36.5,69402,60.5,35677,31.1,54516,47.5,114723,34228,44.8,42268,55.3,24132,31.6,36639,47.9,76422,4738.0,4855.0,4650.0,4656.0,114002
2008-10-23,3963,6596,-2633,45226,18083,27143,711,24976,-24265,49900,49655,245,3906,10603,-6697,11,558,-547,0,3,-3,3917,11164,-7247,73720,24.4,102787,34.0,85757,28.4,133687,44.3,301882,43194,37.5,68239,59.3,34924,30.3,53230,46.2,115120,36012,47.4,43238,56.9,23421,30.8,34818,45.8,75939,4494.0,4528.0,4494.0,4494.0,28538
2008-10-24,3947,7486,-3539,46781,18456,28325,752,26984,-26232,51480,52926,-1446,5098,12193,-7095,11,638,-627,0,3,-3,5109,12834,-7725,73471,21.8,108086,32.1,98079,29.1,155770,46.3,336579,48361,37.6,76269,59.4,41534,32.3,62732,48.8,128482,37843,47.7,45322,57.1,23701,29.9,36289,45.7,79330,4395.0,4439.0,4337.0,4337.0,31793
2008-10-27,3098,8799,-5701,50756,17779,32977,886,27283,-26397,54740,53861,879,5175,12029,-6854,11,632,-621,0,3,-3,5186,12664,-7478,85516,22.5,128916,33.9,114673,30.2,180065,47.3,380333,66245,45.5,95961,65.9,51574,35.4,73877,50.7,145652,41303,52.4,48252,61.3,21063,26.7,33606,42.7,78773,4126.0,4226.0,4034.0,4034.0,89165
2008-10-28,3593,9753,-6160,51159,18639,32520,1141,21254,-20113,55893,49646,6247,4891,9742,-4851,11,555,-544,0,3,-3,4902,10300,-5398,102025,25.4,142686,35.6,115634,28.8,191524,47.8,401043,81738,49.2,112115,67.4,59276,35.6,86091,51.8,166291,42774,57.0,49919,66.5,22545,30.1,34099,45.5,75015,3921.0,4316.0,3811.0,4316.0,162434
2008-10-29,2652,10620,-7968,51738,19078,32660,1254,20524,-19270,55644,50222,5422,4932,7842,-2910,11,902,-891,0,3,-3,4943,8747,-3804,104464,25.7,152045,37.3,115547,28.4,190219,46.7,407199,76455,43.0,108994,61.2,66815,37.5,97897,55.0,178007,42267,56.5,49469,66.1,21270,28.4,33230,44.4,74850,4618.0,4618.0,4212.0,4288.0,170198
2008-10-30,2842,10196,-7354,48944,18660,30284,2446,13798,-11352,54232,42654,11578,5082,5368,-286,11,492,-481,0,3,-3,5093,5863,-770,96558,23.8,142807,35.1,106310,26.1,182888,45.0,406548,71420,37.4,108444,56.8,63243,33.2,95423,50.0,190769,38684,53.9,46053,64.2,22712,31.7,32280,45.0,71712,4376.0,4594.0,4361.0,4594.0,71800
2008-10-31,3300,11451,-8151,48061,19168,28893,2752,11692,-8940,54113,42311,11802,5169,6059,-890,11,774,-763,0,3,-3,5180,6836,-1656,117146,30.3,163688,42.4,97365,25.2,169650,43.9,386424,79460,36.9,113852,52.9,77340,35.9,117759,54.7,215157,36957,52.6,45072,64.1,23266,33.1,33254,47.3,70297,4594.0,4910.0,4530.0,4844.0,172208
