date,txf_dealer_long_oi,txf_dealer_short_oi,txf_dealer_net_oi,txf_foreigner_long_oi,txf_foreigner_short_oi,txf_foreigner_net_oi,txf_trust_long_oi,txf_trust_short_oi,txf_trust_net_oi,txf_long_oi,txf_short_oi,txf_net_oi
2008-10-06,7223,9162,-1939,36464,19809,16655,2257,17724,-15467,45944,46695,-751
2008-10-07,6849,8977,-2128,37080,20559,16521,2304,17591,-15287,46233,47127,-894
2008-10-08,6854,10154,-3300,38621,20625,17996,2303,18351,-16048,47778,49130,-1352
2008-10-09,6099,8004,-1905,39844,21840,18004,2291,18215,-15924,48234,48059,175
2008-10-13,7867,8696,-829,43786,24542,19244,2409,19219,-16810,54062,52457,1605
2008-10-14,13112,9195,3917,41912,26357,15555,2780,17827,-15047,57804,53379,4425
2008-10-15,6428,6419,9,41676,27178,14498,3010,17351,-14341,51114,50948,166
2008-10-16,3335,5194,-1859,29720,17059,12661,2854,15012,-12158,35909,37265,-1356
2008-10-17,3778,6261,-2483,32513,16900,15613,2237,20657,-18420,38528,43818,-5290
2008-10-20,4362,5768,-1406,38777,17827,20950,2328,23054,-20726,45467,46649,-1182
2008-10-21,4480,6061,-1581,42869,18317,24552,2334,22678,-20344,49683,47056,2627
2008-10-22,4302,6187,-1885,43427,18669,24758,2188,24159,-21971,49917,49015,902
2008-10-23,3963,6596,-2633,45226,18083,27143,711,24976,-24265,49900,49655,245
2008-10-24,3947,7486,-3539,46781,18456,28325,752,26984,-26232,51480,52926,-1446
2008-10-27,3098,8799,-5701,50756,17779,32977,886,27283,-26397,54740,53861,879
2008-10-28,3593,9753,-6160,51159,18639,32520,1141,21254,-20113,55893,49646,6247
2008-10-29,2652,10620,-7968,51738,19078,32660,1254,20524,-19270,55644,50222,5422
2008-10-30,2842,10196,-7354,48944,18660,30284,2446,13798,-11352,54232,42654,11578
2008-10-31,3300,11451,-8151,48061,19168,28893,2752,11692,-8940,54113,42311,11802
2008-11-03,3064,10970,-7906,47106,18830,28276,3109,11123,-8014,53279,40923,12356
2008-11-04,3825,11008,-7183,45771,19189,26582,3280,10897,-7617,52876,41094,11782
2008-11-05,5230,11213,-5983,46883,19091,27792,2479,15539,-13060,54592,45843,8749
2008-11-06,5457,11810,-6353,51951,19997,31954,2244,22496,-20252,59652,54303,5349
2008-11-07,5510,11091,-5581,56450,19050,37400,1385,26195,-24810,63345,56336,7009
2008-11-10,5836,10874,-5038,59007,20020,38987,1196,26449,-25253,66039,57343,8696
2008-11-11,5642,11763,-6121,61065,19461,41604,1206,26544,-25338,67913,57768,10145
2008-11-12,5671,11539,-5868,61731,20119,41612,1289,28265,-26976,68691,59923,8768
2008-11-13,5615,12650,-7035,63482,19738,43744,1452,29092,-27640,70549,61480,9069
2008-11-14,6108,13689,-7581,65990,21447,44543,1420,30855,-29435,73518,65991,7527
2008-11-17,5944,13310,-7366,66755,21514,45241,1400,30995,-29595,74099,65819,8280
2008-11-18,5086,13299,-8213,66720,19719,47001,1373,32071,-30698,73179,65089,8090
2008-11-19,5583,13782,-8199,69351,19828,49523,1583,33252,-31669,76517,66862,9655
2008-11-20,5057,4890,167,52981,11569,41412,1149,34592,-33443,59187,51051,8136
2008-11-21,4239,4870,-631,53941,12080,41861,1143,33089,-31946,59323,50039,9284
2008-11-24,3961,5118,-1157,55071,11739,43332,1183,33058,-31875,60215,49915,10300
2008-11-25,4973,5341,-368,55287,12257,43030,1243,34218,-32975,61503,51816,9687
2008-11-26,4300,5358,-1058,57401,12225,45176,1308,34485,-33177,63009,52068,10941
2008-11-27,3370,6820,-3450,53940,13074,40866,1383,28815,-27432,58693,48709,9984
2008-11-28,3614,7905,-4291,54991,13787,41204,1483,26208,-24725,60088,47900,12188
2008-12-01,2915,8903,-5988,49705,15236,34469,1489,12652,-11163,54109,36791,17318
2008-12-02,3786,7362,-3576,51258,14860,36398,1395,22696,-21301,56439,44918,11521
2008-12-03,4275,7992,-3717,53314,14115,39199,1236,25519,-24283,58825,47626,11199
2008-12-04,4870,7964,-3094,54655,14167,40488,1152,26247,-25095,60677,48378,12299
2008-12-05,4590,7842,-3252,55307,14067,41240,1154,26045,-24891,61051,47954,13097
2008-12-08,5262,6801,-1539,54533,14838,39695,1199,24617,-23418,60994,46256,14738
2008-12-09,4780,7931,-3151,50193,16450,33743,1127,20172,-19045,56100,44553,11547
2008-12-10,4268,8842,-4574,49305,18001,31304,1064,16676,-15612,54637,43519,11118
2008-12-11,5002,8790,-3788,44009,17606,26403,869,14895,-14026,49880,41291,8589
2008-12-12,4534,9677,-5143,43606,17779,25827,742,11376,-10634,48882,38832,10050
2008-12-15,4591,10522,-5931,41587,19433,22154,829,9747,-8918,47007,39702,7305
2008-12-16,5333,10584,-5251,41611,21957,19654,792,9367,-8575,47736,41908,5828
2008-12-17,6356,9594,-3238,46721,28437,18284,1029,10129,-9100,54106,48160,5946
2008-12-18,3949,4690,-741,30351,18324,12027,1059,8690,-7631,35359,31704,3655
2008-12-19,3890,4757,-867,30796,17657,13139,1221,8658,-7437,35907,31072,4835
2008-12-22,3967,4745,-778,29786,17488,12298,821,9986,-9165,34574,32219,2355
2008-12-23,4483,4717,-234,29278,17153,12125,1036,12177,-11141,34797,34047,750
2008-12-24,4279,5329,-1050,30633,16794,13839,1232,11587,-10355,36144,33710,2434
2008-12-25,4134,5056,-922,30532,16864,13668,1252,11598,-10346,35918,33518,2400
2008-12-26,4273,4753,-480,30524,17082,13442,2020,12075,-10055,36817,33910,2907
2008-12-29,4240,5317,-1077,30502,15994,14508,2016,11637,-9621,36758,32948,3810
2008-12-30,4438,4482,-44,29841,17706,12135,1345,11303,-9958,35624,33491,2133
2008-12-31,4754,3932,822,28292,15232,13060,923,16923,-16000,33969,36087,-2118
2009-01-05,6826,3730,3096,28669,17234,11435,1034,15408,-14374,36529,36372,157
2009-01-06,7342,4244,3098,29254,16960,12294,1337,14736,-13399,37933,35940,1993
2009-01-07,7713,4381,3332,30539,15718,14821,1369,14138,-12769,39621,34237,5384
2009-01-08,6642,4421,2221,31710,16701,15009,1296,15385,-14089,39648,36507,3141
2009-01-09,6906,4964,1942,34605,16303,18302,1346,18695,-17349,42857,39962,2895
2009-01-10,6420,5768,652,36493,16483,20010,1427,18945,-17518,44340,41196,3144
2009-01-12,6850,6361,489,38841,17755,21086,1521,20142,-18621,47212,44258,2954
2009-01-13,8207,6414,1793,39139,18306,20833,1681,19633,-17952,49027,44353,4674
2009-01-14,7021,6208,813,39852,18610,21242,1695,19603,-17908,48568,44421,4147
2009-01-15,6860,7043,-183,47082,20712,26370,1531,22022,-20491,55473,49777,5696
2009-01-16,6246,6818,-572,51101,19781,31320,1631,23686,-22055,58978,50285,8693
2009-01-17,6432,6457,-25,52260,20187,32073,1618,23062,-21444,60310,49706,10604
2009-01-19,6176,6430,-254,50119,18978,31141,1621,22182,-20561,57916,47590,10326
2009-01-20,5077,7233,-2156,51415,19080,32335,1833,23411,-21578,58325,49724,8601
2009-01-21,4037,4112,-75,46123,11917,34206,1293,23341,-22048,51453,39370,12083
2009-02-02,4997,4809,188,47859,12173,35686,1113,22762,-21649,53969,39744,14225
2009-02-03,6315,4911,1404,48108,13205,34903,1182,22714,-21532,55605,40830,14775
2009-02-04,6339,5399,940,48663,13041,35622,1699,22711,-21012,56701,41151,15550
2009-02-05,5649,5779,-130,50101,12923,37178,1636,22872,-21236,57386,41574,15812
2009-02-06,6933,6035,898,49983,13394,36589,1637,22643,-21006,58553,42072,16481
2009-02-09,6800,6826,-26,51963,14594,37369,1753,22714,-20961,60516,44134,16382
2009-02-10,7398,7167,231,53182,13921,39261,1805,22490,-20685,62385,43578,18807
2009-02-11,7796,7416,380,54657,14804,39853,1438,21666,-20228,63891,43886,20005
2009-02-12,6051,7455,-1404,58529,16750,41779,1350,22138,-20788,65930,46343,19587
2009-02-13,7125,7250,-125,62609,19507,43102,1449,22534,-21085,71183,49291,21892
2009-02-16,6841,6379,462,64932,22711,42221,1719,22272,-20553,73492,51362,22130
2009-02-17,5602,7314,-1712,69195,25867,43328,1944,22568,-20624,76741,55749,20992
2009-02-18,3376,6988,-3612,57600,16494,41106,1306,20333,-19027,62282,43815,18467
2009-02-19,4114,6093,-1979,58120,16527,41593,1372,20671,-19299,63606,43291,20315
2009-02-20,3608,7078,-3470,58627,16707,41920,1379,21057,-19678,63614,44842,18772
2009-02-23,4261,7876,-3615,59697,16081,43616,1148,22461,-21313,65106,46418,18688
2009-02-24,4413,8452,-4039,58372,16656,41716,1321,23104,-21783,64106,48212,15894
2009-02-25,5277,7920,-2643,58788,17365,41423,1231,23159,-21928,65296,48444,16852
2009-02-26,4785,7125,-2340,59264,18236,41028,1242,22896,-21654,65291,48257,17034
2009-02-27,5440,7385,-1945,60663,18261,42402,1308,22301,-20993,67411,47947,19464
2009-03-02,4481,7341,-2860,57132,17442,39690,1456,21643,-20187,63069,46426,16643
2009-03-03,5845,7355,-1510,58386,16181,42205,1588,23811,-22223,65819,47347,18472
2009-03-04,8470,7801,669,60682,18788,41894,1684,23319,-21635,70836,49908,20928
2009-03-05,9232,8060,1172,61352,21109,40243,1734,21951,-20217,72318,51120,21198
2009-03-06,10191,9442,749,63415,20767,42648,1826,22215,-20389,75432,52424,23008
2009-03-09,8501,8819,-318,62237,21742,40495,2073,21885,-19812,72811,52446,20365
2009-03-10,9168,8742,426,61640,21622,40018,2040,22076,-20036,72848,52440,20408
2009-03-11,9164,8834,330,62412,23582,38830,1791,20825,-19034,73367,53241,20126
2009-03-12,9030,8011,1019,61477,23742,37735,1812,20332,-18520,72319,52085,20234
2009-03-13,12496,6472,6024,60856,27607,33249,1692,18474,-16782,75044,52553,22491
2009-03-16,14244,6207,8037,60667,32440,28227,1666,17720,-16054,76577,56367,20210
2009-03-17,15381,6368,9013,58317,32947,25370,1807,17828,-16021,75505,57143,18362
2009-03-18,5009,4449,560,40438,10908,29530,1383,15738,-14355,46830,31095,15735
2009-03-19,5969,5027,942,40770,11085,29685,1361,16579,-15218,48100,32691,15409
2009-03-20,6019,4492,1527,40856,11297,29559,1394,17273,-15879,48269,33062,15207
2009-03-23,7366,3807,3559,40581,12546,28035,1527,16416,-14889,49474,32769,16705
2009-03-24,7726,4335,3391,38130,11477,26653,1520,14472,-12952,47376,30284,17092
2009-03-25,9257,5091,4166,33604,11574,22030,1428,12664,-11236,44289,29329,14960
2009-03-26,9456,4522,4934,30556,11252,19304,1380,11114,-9734,41392,26888,14504
2009-03-27,8711,5692,3019,28908,9514,19394,1168,11213,-10045,38787,26419,12368
2009-03-30,7396,5341,2055,28031,9122,18909,1210,10971,-9761,36637,25434,11203
2009-03-31,7021,5576,1445,28931,9799,19132,1242,10852,-9610,37194,26227,10967
2009-04-01,8372,4991,3381,28734,10135,18599,1172,10783,-9611,38278,25909,12369
2009-04-02,11582,5180,6402,31421,12930,18491,1208,10516,-9308,44211,28626,15585
2009-04-03,11120,5344,5776,30474,13359,17115,1196,10962,-9766,42790,29665,13125
2009-04-06,10989,4743,6246,30432,13530,16902,1082,11211,-10129,42503,29484,13019
2009-04-07,11335,4336,6999,31776,14019,17757,1133,10864,-9731,44244,29219,15025
2009-04-08,8933,5088,3845,31453,13409,18044,1192,9765,-8573,41578,28262,13316
2009-04-09,11541,4529,7012,33972,15767,18205,1432,8849,-7417,46945,29145,17800
2009-04-10,12600,5337,7263,34260,18091,16169,1438,8202,-6764,48298,31630,16668
2009-04-13,13691,5322,8369,33383,18522,14861,1438,6715,-5277,48512,30559,17953
2009-04-14,15835,6548,9287,34151,23779,10372,1175,5779,-4604,51161,36106,15055
2009-04-15,4785,4538,247,29338,13367,15971,1018,3922,-2904,35141,21827,13314
2009-04-16,6130,4762,1368,26904,14418,12486,1097,4213,-3116,34131,23393,10738
2009-04-17,4327,5493,-1166,28256,14689,13567,1074,5074,-4000,33657,25256,8401
2009-04-20,4433,6329,-1896,30462,16614,13848,1052,4989,-3937,35947,27932,8015
2009-04-21,6335,6486,-151,30531,19762,10769,983,4710,-3727,37849,30958,6891
2009-04-22,5916,6435,-519,30386,18172,12214,968,4703,-3735,37270,29310,7960
2009-04-23,6579,5431,1148,31754,17301,14453,968,4534,-3566,39301,27266,12035
2009-04-24,6638,4817,1821,30809,18382,12427,968,5003,-4035,38415,28202,10213
2009-04-27,6306,6107,199,30936,21017,9919,968,5582,-4614,38210,32706,5504
2009-04-28,4899,7034,-2135,31995,20713,11282,983,7208,-6225,37877,34955,2922
2009-04-29,5599,7738,-2139,31913,21326,10587,971,6474,-5503,38483,35538,2945
2009-04-30,8604,6600,2004,33377,21941,11436,934,5018,-4084,42915,33559,9356
2009-05-04,10739,7300,3439,33834,22520,11314,1144,3695,-2551,45717,33515,12202
2009-05-05,13220,6616,6604,31807,29543,2264,1267,3618,-2351,46294,39777,6517
2009-05-06,13874,6555,7319,30141,32012,-1871,1183,3264,-2081,45198,41831,3367
2009-05-07,13643,5420,8223,28702,28927,-225,1057,3691,-2634,43402,38038,5364
2009-05-08,15336,6285,9051,27394,29999,-2605,1339,3388,-2049,44069,39672,4397
2009-05-11,16293,6642,9651,28590,29247,-657,1536,3207,-1671,46419,39096,7323
2009-05-12,14720,7186,7534,27513,31658,-4145,1460,2864,-1404,43693,41708,1985
2009-05-13,13469,9082,4387,28317,32071,-3754,1632,2603,-971,43418,43756,-338
2009-05-14,12055,9666,2389,28869,31940,-3071,1429,3789,-2360,42353,45395,-3042
2009-05-15,13305,8579,4726,29909,30319,-410,1439,3548,-2109,44653,42446,2207
2009-05-18,13975,8530,5445,31965,28875,3090,1266,3071,-1805,47206,40476,6730
2009-05-19,13771,9387,4384,31041,30609,432,1061,2674,-1613,45873,42670,3203
2009-05-20,5130,4992,138,20763,16213,4550,967,2338,-1371,26860,23543,3317
2009-05-21,4405,4395,10,21145,15843,5302,1072,2267,-1195,26622,22505,4117
2009-05-22,4860,3839,1021,22106,15936,6170,1052,2311,-1259,28018,22086,5932
2009-05-25,4355,4097,258,22439,16365,6074,1031,2089,-1058,27825,22551,5274
2009-05-26,3743,4125,-382,23115,16515,6600,1142,2190,-1048,28000,22830,5170
2009-05-27,4474,3946,528,24686,16582,8104,1238,1832,-594,30398,22360,8038
2009-06-01,5460,3613,1847,24207,17789,6418,1374,1775,-401,31041,23177,7864
2009-06-02,5811,3783,2028,23730,20658,3072,1309,1754,-445,30850,26195,4655
2009-06-03,6439,4166,2273,22905,21293,1612,1219,2076,-857,30563,27535,3028
2009-06-04,6670,5281,1389,21508,24373,-2865,1334,2154,-820,29512,31808,-2296
2009-06-05,6344,4834,1510,21492,23981,-2489,1321,2148,-827,29157,30963,-1806
2009-06-06,7638,4674,2964,21550,24052,-2502,1297,2090,-793,30485,30816,-331
2009-06-08,6932,6102,830,21504,24535,-3031,1079,2458,-1379,29515,33095,-3580
2009-06-09,8434,7368,1066,21032,28132,-7100,1167,2836,-1669,30633,38336,-7703
2009-06-10,7809,7046,763,21401,27967,-6566,1120,2929,-1809,30330,37942,-7612
2009-06-11,7462,6508,954,21192,26817,-5625,1248,2681,-1433,29902,36006,-6104
2009-06-12,7680,8294,-614,22809,25294,-2485,1225,3018,-1793,31714,36606,-4892
2009-06-15,9192,10999,-1807,27855,27828,27,1184,3731,-2547,38231,42558,-4327
2009-06-16,9205,10498,-1293,33135,33272,-137,1166,4393,-3227,43506,48163,-4657
2009-06-17,4329,7584,-3255,22994,20399,2595,1080,4639,-3559,28403,32622,-4219
2009-06-18,5084,8031,-2947,23868,21652,2216,1160,5208,-4048,30112,34891,-4779
2009-06-19,4686,7606,-2920,24069,21703,2366,1373,4807,-3434,30128,34116,-3988
2009-06-22,5160,6401,-1241,23829,20971,2858,1423,4902,-3479,30412,32274,-1862
2009-06-23,4858,7814,-2956,25789,20865,4924,1486,5225,-3739,32133,33904,-1771
2009-06-24,5508,7473,-1965,24914,22905,2009,1481,4262,-2781,31903,34640,-2737
2009-06-25,6291,7697,-1406,25304,21613,3691,1250,4533,-3283,32845,33843,-998
2009-06-26,6343,7440,-1097,25461,21444,4017,1245,4235,-2990,33049,33119,-70
2009-06-29,6425,7898,-1473,26822,21862,4960,1212,4168,-2956,34459,33928,531
2009-06-30,6048,7857,-1809,27268,21846,5422,1212,4437,-3225,34528,34140,388
2009-07-01,7559,8749,-1190,28364,22495,5869,1200,3846,-2646,37123,35090,2033
2009-07-02,8355,8430,-75,27755,22804,4951,1206,3239,-2033,37316,34473,2843
2009-07-03,8512,8522,-10,27119,22939,4180,1239,3496,-2257,36870,34957,1913
2009-07-06,7975,8256,-281,28055,23173,4882,1305,2765,-1460,37335,34194,3141
2009-07-07,8375,8150,225,27298,23110,4188,1348,2621,-1273,37021,33881,3140
2009-07-08,8580,7544,1036,25027,22490,2537,1343,3227,-1884,34950,33261,1689
2009-07-09,10743,7920,2823,25812,26719,-907,1341,3166,-1825,37896,37805,91
2009-07-10,11054,7813,3241,26871,26038,833,1387,3017,-1630,39312,36868,2444
2009-07-13,8073,7772,301,28993,29459,-466,1406,4293,-2887,38472,41524,-3052
2009-07-14,7986,7445,541,31313,30789,524,1912,3381,-1469,41211,41615,-404
2009-07-15,3606,6354,-2748,25037,21636,3401,1888,2421,-533,30531,30411,120
2009-07-16,4513,7215,-2702,24601,21231,3370,1872,2602,-730,30986,31048,-62
2009-07-17,4951,8270,-3319,25430,21342,4088,1884,2506,-622,32265,32118,147
2009-07-20,5148,8458,-3310,26742,22278,4464,1871,2418,-547,33761,33154,607
2009-07-21,5334,8976,-3642,27768,21451,6317,1909,2573,-664,35011,33000,2011
2009-07-22,5470,8965,-3495,27317,20701,6616,1924,2650,-726,34711,32316,2395
2009-07-23,5440,9047,-3607,27216,20365,6851,1974,2725,-751,34630,32137,2493
2009-07-24,5391,9519,-4128,26871,20957,5914,1980,2652,-672,34242,33128,1114
2009-07-27,5797,9510,-3713,26700,20154,6546,1981,2534,-553,34478,32198,2280
2009-07-28,6825,8733,-1908,27732,19328,8404,1986,2508,-522,36543,30569,5974
2009-07-29,5995,9357,-3362,26689,20504,6185,2014,2400,-386,34698,32261,2437
2009-07-30,5568,9289,-3721,26138,21033,5105,2034,2297,-263,33740,32619,1121
2009-07-31,5513,8514,-3001,26371,21293,5078,2226,2008,218,34110,31815,2295
2009-08-03,6426,7532,-1106,26279,24221,2058,2282,2052,230,34987,33805,1182
2009-08-04,4991,7967,-2976,28416,23906,4510,2279,2273,6,35686,34146,1540
2009-08-05,4768,8915,-4147,29947,23710,6237,2334,2233,101,37049,34858,2191
2009-08-06,4067,7394,-3327,30333,23965,6368,2365,2333,32,36765,33692,3073
2009-08-10,5032,7209,-2177,30306,23856,6450,2370,2241,129,37708,33306,4402
2009-08-11,4957,5482,-525,30927,23938,6989,2436,2224,212,38320,31644,6676
2009-08-12,4699,5717,-1018,29280,22818,6462,2443,2002,441,36422,30537,5885
2009-08-13,5934,4767,1167,31852,22262,9590,2441,2066,375,40227,29095,11132
2009-08-14,6027,4100,1927,32289,22892,9397,2450,2056,394,40766,29048,11718
2009-08-17,5074,5074,0,31679,24681,6998,2531,2169,362,39284,31924,7360
2009-08-18,6697,7591,-894,30944,26086,4858,2551,2471,80,40192,36148,4044
2009-08-19,1577,5983,-4406,22035,13338,8697,2537,2540,-3,26149,21861,4288
2009-08-20,1933,5951,-4018,21296,13720,7576,2563,2734,-171,25792,22405,3387
2009-08-21,2580,6762,-4182,24159,14450,9709,2538,2848,-310,29277,24060,5217
2009-08-24,3110,5318,-2208,28116,14464,13652,2617,2816,-199,33843,22598,11245
2009-08-25,3007,5630,-2623,29191,14234,14957,2619,2758,-139,34817,22622,12195
2009-08-26,2466,5761,-3295,29874,13836,16038,2617,2906,-289,34957,22503,12454
2009-08-27,2377,6844,-4467,29789,13606,16183,2601,3322,-721,34767,23772,10995
2009-08-28,3706,6012,-2306,29757,13784,15973,2623,3399,-776,36086,23195,12891
2009-08-31,2683,5932,-3249,31941,14474,17467,2607,3076,-469,37231,23482,13749
2009-09-01,4839,4485,354,33455,14696,18759,2623,2409,214,40917,21590,19327
2009-09-02,3927,3421,506,31002,15499,15503,2611,2450,161,37540,21370,16170
2009-09-03,4123,3558,565,32157,16170,15987,2602,2392,210,38882,22120,16762
2009-09-04,4195,4542,-347,33614,16917,16697,2888,2189,699,40697,23648,17049
2009-09-07,5155,4733,422,33672,18012,15660,2890,2154,736,41717,24899,16818
2009-09-08,5721,4850,871,30381,16286,14095,2880,2086,794,38982,23222,15760
2009-09-09,4840,5287,-447,30535,16115,14420,2634,2731,-97,38009,24133,13876
2009-09-10,5889,5134,755,28268,24399,3869,2548,1920,628,36705,31453,5252
2009-09-11,6149,5329,820,27731,24586,3145,2527,1702,825,36407,31617,4790
2009-09-14,5725,5683,42,32199,27995,4204,2327,1698,629,40251,35376,4875
2009-09-15,7111,6616,495,36188,32700,3488,2339,1183,1156,45638,40499,5139
2009-09-16,5410,3981,1429,21407,18612,2795,2580,1083,1497,29397,23676,5721
2009-09-17,7184,4301,2883,20958,21743,-785,2552,1214,1338,30694,27258,3436
2009-09-18,6877,4088,2789,21519,20730,789,2666,1135,1531,31062,25953,5109
2009-09-21,6871,3929,2942,22034,20830,1204,2591,1275,1316,31496,26034,5462
2009-09-22,6691,3844,2847,21947,20795,1152,2498,1298,1200,31136,25937,5199
2009-09-23,7287,4487,2800,21673,21311,362,2526,1455,1071,31486,27253,4233
2009-09-24,6247,4499,1748,22059,20930,1129,2507,1494,1013,30813,26923,3890
2009-09-25,6223,4151,2072,23236,20348,2888,2335,2164,171,31794,26663,5131
2009-09-28,5143,4680,463,22771,20218,2553,2339,2457,-118,30253,27355,2898
2009-09-29,8026,4388,3638,21784,20260,1524,2340,2466,-126,32150,27114,5036
2009-09-30,9897,4289,5608,21602,20660,942,2312,2459,-147,33811,27408,6403
2009-10-01,10408,5202,5206,21454,21398,56,2330,2632,-302,34192,29232,4960
2009-10-02,9135,4992,4143,19616,24055,-4439,2336,2940,-604,31087,31987,-900
2009-10-05,8917,5153,3764,19784,21594,-1810,2336,2921,-585,31037,29668,1369
2009-10-06,10293,5030,5263,19866,20756,-890,2365,2704,-339,32524,28490,4034
2009-10-07,10122,4705,5417,19476,19865,-389,2370,2266,104,31968,26836,5132
2009-10-08,8975,4478,4497,18726,20420,-1694,2371,2744,-373,30072,27642,2430
2009-10-09,10530,5125,5405,18790,19149,-359,2628,2350,278,31948,26624,5324
2009-10-12,11628,5137,6491,19308,20299,-991,2560,2256,304,33496,27692,5804
2009-10-13,12086,4936,7150,20166,19184,982,2681,2211,470,34933,26331,8602
2009-10-14,13932,5981,7951,20994,18170,2824,2605,1973,632,37531,26124,11407
2009-10-15,16649,6531,10118,20269,23270,-3001,2863,1911,952,39781,31712,8069
2009-10-16,16481,6281,10200,19357,24088,-4731,2737,1731,1006,38575,32100,6475
2009-10-19,17404,5910,11494,21176,23968,-2792,2731,1687,1044,41311,31565,9746
2009-10-20,16038,6881,9157,21917,26427,-4510,2734,1652,1082,40689,34960,5729
2009-10-21,5435,2798,2637,14565,15920,-1355,2680,1688,992,22680,20406,2274
2009-10-22,6268,3388,2880,14636,16398,-1762,1869,2044,-175,22773,21830,943
2009-10-23,6062,3906,2156,15663,15825,-162,1861,1971,-110,23586,21702,1884
2009-10-26,5643,3751,1892,16975,15032,1943,1867,1983,-116,24485,20766,3719
2009-10-27,5803,3388,2415,15315,14952,363,1866,2012,-146,22984,20352,2632
2009-10-28,5258,3945,1313,12374,18333,-5959,1583,2545,-962,19215,24823,-5608
2009-10-29,4741,3981,760,11408,21066,-9658,1569,2110,-541,17718,27157,-9439
