date,txf_dealer_long_oi,txf_dealer_short_oi,txf_dealer_net_oi,txf_foreigner_long_oi,txf_foreigner_short_oi,txf_foreigner_net_oi,txf_trust_long_oi,txf_trust_short_oi,txf_trust_net_oi,txf_long_oi,txf_short_oi,txf_net_oi
2019-10-25,10734,10029,705,77140,21839,55301,2680,29180,-26500,90554,61048,29506
2019-10-28,10582,10686,-104,77559,19654,57905,2631,28865,-26234,90772,59205,31567
2019-10-29,10453,11911,-1458,77651,19876,57775,2625,28865,-26240,90729,60652,30077
2019-10-30,10732,11811,-1079,78008,19515,58493,2625,28860,-26235,91365,60186,31179
2019-10-31,11161,11340,-179,78759,19809,58950,2648,28719,-26071,92568,59868,32700
2019-11-01,11722,11403,319,78899,19717,59182,2637,28644,-26007,93258,59764,33494
2019-11-04,12149,13339,-1190,83811,21895,61916,2631,27507,-24876,98591,62741,35850
2019-11-05,12838,13688,-850,81238,24034,57204,2633,25780,-23147,96709,63502,33207
2019-11-06,12191,12661,-470,79351,23657,55694,2535,24869,-22334,94077,61187,32890
2019-11-07,11524,12878,-1354,76762,23535,53227,2166,24192,-22026,90452,60605,29847
2019-11-08,12163,12720,-557,75211,23105,52106,1831,24131,-22300,89205,59956,29249
2019-11-11,11963,15159,-3196,77409,25146,52263,1809,24765,-22956,91181,65070,26111
2019-11-12,12992,13901,-909,76769,26608,50161,1808,23143,-21335,91569,63652,27917
2019-11-13,11962,12800,-838,75784,25856,49928,1807,23160,-21353,89553,61816,27737
2019-11-14,11311,12453,-1142,77743,29267,48476,1807,22266,-20459,90861,63986,26875
2019-11-15,11429,12040,-611,78015,32691,45324,1825,21844,-20019,91269,66575,24694
2019-11-18,13238,12651,587,79201,33403,45798,1632,21828,-20196,94071,67882,26189
2019-11-19,13974,12596,1378,79979,35345,44634,1646,21501,-19855,95599,69442,26157
2019-11-20,10430,8643,1787,60595,19627,40968,1648,21504,-19856,72673,49774,22899
2019-11-21,10529,10108,421,62946,20185,42761,1582,21231,-19649,75057,51524,23533
2019-11-22,10687,10786,-99,61995,20841,41154,1595,21226,-19631,74277,52853,21424
2019-11-25,10717,11344,-627,61675,20243,41432,1610,20522,-18912,74002,52109,21893
2019-11-26,10762,12516,-1754,65253,19559,45694,1551,20291,-18740,77566,52366,25200
2019-11-27,10587,10907,-320,66177,18980,47197,1555,20291,-18736,78319,50178,28141
2019-11-28,10628,10193,435,62947,21234,41713,1541,20491,-18950,75116,51918,23198
2019-11-29,10913,11697,-784,61938,26095,35843,1546,21136,-19590,74397,58928,15469
2019-12-02,10854,12499,-1645,64845,22957,41888,1548,21336,-19788,77247,56792,20455
2019-12-03,10480,12697,-2217,68071,21427,46644,1544,21332,-19788,80095,55456,24639
2019-12-04,9885,11973,-2088,66475,21523,44952,1543,21419,-19876,77903,54915,22988
2019-12-05,10359,12640,-2281,70779,22039,48740,1565,21076,-19511,82703,55755,26948
2019-12-06,10566,13408,-2842,70853,20799,50054,1565,21065,-19500,82984,55272,27712
2019-12-09,10884,13745,-2861,73475,21708,51767,1574,20748,-19174,85933,56201,29732
2019-12-10,11153,11249,-96,68175,24905,43270,1577,20962,-19385,80905,57116,23789
2019-12-11,11966,12086,-120,70860,21499,49361,1563,20743,-19180,84389,54328,30061
2019-12-12,11783,12477,-694,71563,20101,51462,1619,20772,-19153,84965,53350,31615
2019-12-13,12632,12116,516,79657,30754,48903,1661,21501,-19840,93950,64371,29579
2019-12-16,13652,11591,2061,88942,39274,49668,1679,23200,-21521,104273,74065,30208
2019-12-17,16962,12381,4581,84836,39792,45044,1690,24269,-22579,103488,76442,27046
2019-12-18,8789,7022,1767,62392,18484,43908,1706,24605,-22899,72887,50111,22776
2019-12-19,9273,7604,1669,62709,20222,42487,1723,25218,-23495,73705,53044,20661
2019-12-20,8621,8042,579,61926,20923,41003,1840,25219,-23379,72387,54184,18203
2019-12-23,8225,7614,611,62012,21344,40668,1833,25221,-23388,72070,54179,17891
2019-12-24,8778,8144,634,59344,22251,37093,1722,25221,-23499,69844,55616,14228
2019-12-25,9065,7103,1962,59478,22294,37184,1683,25217,-23534,70226,54614,15612
2019-12-26,9749,6955,2794,59494,24635,34859,1678,25719,-24041,70921,57309,13612
2019-12-27,9353,7571,1782,62944,24501,38443,1691,25699,-24008,73988,57771,16217
2019-12-30,9464,8301,1163,62439,24281,38158,1687,25886,-24199,73590,58468,15122
2019-12-31,9957,9485,472,62273,25363,36910,1657,26302,-24645,73887,61150,12737
2020-01-02,10502,8518,1984,60992,25535,35457,1670,24668,-22998,73164,58721,14443
2020-01-03,10829,7804,3025,60907,26284,34623,1637,24655,-23018,73373,58743,14630
2020-01-06,10421,9672,749,59175,26999,32176,1614,24863,-23249,71210,61534,9676
2020-01-07,10449,9905,544,56006,26743,29263,1598,24676,-23078,68053,61324,6729
2020-01-08,9119,10043,-924,60742,25196,35546,1591,24994,-23403,71452,60233,11219
2020-01-09,11162,11188,-26,63723,26297,37426,1609,24490,-22881,76494,61975,14519
2020-01-10,11319,10801,518,70250,30888,39362,1636,26492,-24856,83205,68181,15024
2020-01-13,10497,10083,414,77470,35077,42393,1639,27019,-25380,89606,72179,17427
2020-01-14,9642,10470,-828,73536,33657,39879,1654,26754,-25100,84832,70881,13951
2020-01-15,7801,7534,267,58949,22200,36749,1641,25610,-23969,68391,55344,13047
2020-01-16,8067,6710,1357,56368,24919,31449,1657,24818,-23161,66092,56447,9645
2020-01-17,8180,6943,1237,56046,23664,32382,1658,24818,-23160,65884,55425,10459
2020-01-20,8959,6797,2162,56731,24942,31789,1647,24289,-22642,67337,56028,11309
2020-01-30,10099,9658,441,54398,36159,18239,1698,26869,-25171,66195,72686,-6491
2020-01-31,9347,8879,468,59241,29462,29779,1686,25857,-24171,70274,64198,6076
2020-02-03,12031,10866,1165,59336,26988,32348,1842,25802,-23960,73209,63656,9553
2020-02-04,11464,8838,2626,58261,24351,33910,1876,23356,-21480,71601,56545,15056
2020-02-05,10325,9335,990,59210,24530,34680,1822,23610,-21788,71357,57475,13882
2020-02-06,11144,8355,2789,60185,23173,37012,1843,23073,-21230,73172,54601,18571
2020-02-07,10917,9645,1272,56893,20831,36062,1802,22954,-21152,69612,53430,16182
2020-02-10,11366,10063,1303,57666,21758,35908,1789,22260,-20471,70821,54081,16740
2020-02-11,11865,10761,1104,56386,21497,34889,1779,21619,-19840,70030,53877,16153
2020-02-12,13018,10653,2365,60944,21770,39174,1799,21180,-19381,75761,53603,22158
2020-02-13,12498,11667,831,62089,20491,41598,1829,21243,-19414,76416,53401,23015
2020-02-14,12708,11793,915,62689,24338,38351,1827,21239,-19412,77224,57370,19854
2020-02-17,12699,10883,1816,69501,32648,36853,1874,21691,-19817,84074,65222,18852
2020-02-18,15141,12373,2768,71690,40025,31665,1990,20979,-18989,88821,73377,15444
2020-02-19,11255,9481,1774,52660,21332,31328,1994,20553,-18559,65909,51366,14543
2020-02-20,11561,8729,2832,48034,22227,25807,2015,20561,-18546,61610,51517,10093
2020-02-21,11124,9836,1288,48927,22265,26662,2007,20874,-18867,62058,52975,9083
2020-02-24,10784,10133,651,51745,24989,26756,2179,21066,-18887,64708,56188,8520
2020-02-25,11108,9609,1499,53429,25975,27454,2131,20862,-18731,66668,56446,10222
2020-02-26,11095,9320,1775,51597,30136,21461,2155,20691,-18536,64847,60147,4700
2020-02-27,11198,11355,-157,51868,31287,20581,2203,21145,-18942,65269,63787,1482
2020-03-02,12235,12032,203,54019,35010,19009,2366,21161,-18795,68620,68203,417
2020-03-03,10949,12046,-1097,54614,31265,23349,2467,21419,-18952,68030,64730,3300
2020-03-04,11275,10895,380,57256,30259,26997,2486,24117,-21631,71017,65271,5746
2020-03-05,12201,10764,1437,61929,32165,29764,2430,25460,-23030,76560,68389,8171
2020-03-06,14136,12851,1285,55222,32937,22285,2394,26408,-24014,71752,72196,-444
2020-03-09,14090,16083,-1993,60098,28722,31376,2894,29181,-26287,77082,73986,3096
2020-03-10,15947,14158,1789,55902,34383,21519,2784,29414,-26630,74633,77955,-3322
2020-03-11,16521,16293,228,58143,32380,25763,2768,30434,-27666,77432,79107,-1675
2020-03-12,18010,21421,-3411,68161,36307,31854,2776,33757,-30981,88947,91485,-2538
2020-03-13,20822,25140,-4318,82320,46372,35948,2925,36302,-33377,106067,107814,-1747
2020-03-16,23401,27789,-4388,81012,43036,37976,2869,37845,-34976,107282,108670,-1388
2020-03-17,24055,30755,-6700,82351,40398,41953,3445,39578,-36133,109851,110731,-880
2020-03-18,22106,22845,-739,58829,15029,43800,3656,37711,-34055,84591,75585,9006
2020-03-19,22435,26216,-3781,67444,14809,52635,4053,42813,-38760,93932,83838,10094
2020-03-20,20448,25603,-5155,66648,15679,50969,4285,36521,-32236,91381,77803,13578
2020-03-23,21697,26541,-4844,70371,14995,55376,4180,41096,-36916,96248,82632,13616
2020-03-24,19960,24768,-4808,65243,14168,51075,4276,37885,-33609,89479,76821,12658
2020-03-25,19184,17146,2038,60967,14145,46822,4225,36151,-31926,84376,67442,16934
2020-03-26,18685,15096,3589,60090,14244,45846,4107,36122,-32015,82882,65462,17420
2020-03-27,19185,15897,3288,60301,13577,46724,4183,35552,-31369,83669,65026,18643
2020-03-30,19776,15673,4103,61261,14127,47134,4184,36458,-32274,85221,66258,18963
2020-03-31,19979,16644,3335,63320,15245,48075,4103,36395,-32292,87402,68284,19118
2020-04-01,19022,15962,3060,65435,14318,51117,3770,37345,-33575,88227,67625,20602
2020-04-06,19528,15628,3900,62584,16432,46152,3800,36293,-32493,85912,68353,17559
2020-04-07,19500,16171,3329,62715,16855,45860,3846,34325,-30479,86061,67351,18710
2020-04-08,20169,15667,4502,63340,21575,41765,3950,33833,-29883,87459,71075,16384
2020-04-09,23027,18626,4401,66436,22907,43529,3933,34518,-30585,93396,76051,17345
2020-04-10,24491,21211,3280,67521,21884,45637,3927,34693,-30766,95939,77788,18151
2020-04-13,25833,21812,4021,64321,17744,46577,3934,37502,-33568,94088,77058,17030
2020-04-14,25752,19653,6099,63881,21360,42521,3794,36832,-33038,93427,77845,15582
2020-04-15,19417,10405,9012,48097,12841,35256,3820,36083,-32263,71334,59329,12005
2020-04-16,19266,10706,8560,50359,14974,35385,3814,36533,-32719,73439,62213,11226
2020-04-17,20024,11060,8964,49553,16689,32864,3821,35162,-31341,73398,62911,10487
2020-04-20,20950,10490,10460,49340,19187,30153,3569,35415,-31846,73859,65092,8767
2020-04-21,21977,12255,9722,57351,18561,38790,3497,38161,-34664,82825,68977,13848
2020-04-22,19897,10887,9010,56378,21418,34960,3495,38259,-34764,79770,70564,9206
2020-04-23,20465,10504,9961,56781,20144,36637,3520,37542,-34022,80766,68190,12576
2020-04-24,19879,10854,9025,57572,20298,37274,3516,37141,-33625,80967,68293,12674
2020-04-27,19846,11035,8811,59287,23998,35289,3461,35225,-31764,82594,70258,12336
2020-04-28,19446,10840,8606,60000,23442,36558,3494,35330,-31836,82940,69612,13328
2020-04-29,19422,11589,7833,60706,22267,38439,3482,34385,-30903,83610,68241,15369
2020-04-30,19669,10896,8773,59196,22607,36589,3395,33419,-30024,82260,66922,15338
2020-05-04,19810,12460,7350,58597,21987,36610,3297,35985,-32688,81704,70432,11272
2020-05-05,20463,12894,7569,57029,20944,36085,3326,37230,-33904,80818,71068,9750
2020-05-06,20117,12529,7588,58880,18911,39969,3312,39026,-35714,82309,70466,11843
2020-05-07,20687,11850,8837,58944,21080,37864,3342,39263,-35921,82973,72193,10780
2020-05-08,20305,11752,8553,59538,22450,37088,3343,39335,-35992,83186,73537,9649
2020-05-11,20242,12258,7984,60376,23494,36882,3352,38694,-35342,83970,74446,9524
2020-05-12,20168,12136,8032,62025,23478,38547,3284,39744,-36460,85477,75358,10119
2020-05-13,19843,12186,7657,64559,22864,41695,3284,39762,-36478,87686,74812,12874
2020-05-14,19319,12274,7045,63806,25053,38753,3255,41940,-38685,86380,79267,7113
2020-05-15,19023,11951,7072,65077,23811,41266,3252,41410,-38158,87352,77172,10180
2020-05-18,18719,11077,7642,65514,29557,35957,3233,42029,-38796,87466,82663,4803
2020-05-19,18115,11616,6499,63349,25919,37430,3237,40196,-36959,84701,77731,6970
2020-05-20,17392,8506,8886,51771,15758,36013,3249,39491,-36242,72412,63755,8657
2020-05-21,18862,8661,10201,52661,18534,34127,3289,38144,-34855,74812,65339,9473
2020-05-22,19691,9582,10109,53263,20010,33253,3299,39743,-36444,76253,69335,6918
2020-05-25,18858,9452,9406,51254,18533,32721,3310,37251,-33941,73422,65236,8186
2020-05-26,19199,10003,9196,53509,19311,34198,3352,36216,-32864,76060,65530,10530
2020-05-27,19135,9970,9165,52624,18441,34183,3360,36416,-33056,75119,64827,10292
2020-05-28,18918,9985,8933,53556,18541,35015,3341,36790,-33449,75815,65316,10499
2020-05-29,19800,10482,9318,54853,18241,36612,3323,36782,-33459,77976,65505,12471
2020-06-01,19670,11556,8114,58294,19599,38695,3369,35848,-32479,81333,67003,14330
2020-06-02,19828,11327,8501,57432,18038,39394,3364,35629,-32265,80624,64994,15630
2020-06-03,20118,11921,8197,59054,18160,40894,3291,34937,-31646,82463,65018,17445
2020-06-04,19922,11966,7956,56523,17097,39426,3315,34569,-31254,79760,63632,16128
2020-06-05,20244,11847,8397,59383,19348,40035,3336,33286,-29950,82963,64481,18482
2020-06-08,19800,12443,7357,58002,20873,37129,3308,32652,-29344,81110,65968,15142
2020-06-09,20525,12736,7789,61433,22390,39043,3284,33661,-30377,85242,68787,16455
2020-06-10,20678,12047,8631,61176,23975,37201,3284,34127,-30843,85138,70149,14989
2020-06-11,19320,10996,8324,64318,23542,40776,3236,37453,-34217,86874,71991,14883
2020-06-12,19385,9940,9445,63832,28695,35137,3216,38927,-35711,86433,77562,8871
2020-06-15,19866,10916,8950,63753,26783,36970,3174,40667,-37493,86793,78366,8427
2020-06-16,19956,11969,7987,66214,30635,35579,3250,39559,-36309,89420,82163,7257
2020-06-17,14979,7385,7594,55668,24154,31514,3469,39514,-36045,74116,71053,3063
2020-06-18,15679,7733,7946,55977,23062,32915,3436,39484,-36048,75092,70279,4813
2020-06-19,16291,8519,7772,54928,22973,31955,3458,39484,-36026,74677,70976,3701
2020-06-22,17112,9073,8039,59695,27174,32521,3596,39594,-35998,80403,75841,4562
2020-06-23,17754,9775,7979,60736,27627,33109,3719,39559,-35840,82209,76961,5248
2020-06-24,15547,8319,7228,61980,28346,33634,3650,39239,-35589,81177,75904,5273
2020-06-29,15943,7245,8698,59638,27956,31682,3767,40615,-36848,79348,75816,3532
2020-06-30,16909,8004,8905,58662,27824,30838,3863,39702,-35839,79434,75530,3904
2020-07-01,16400,8536,7864,63447,29952,33495,4000,39718,-35718,83847,78206,5641
2020-07-02,17576,9219,8357,65020,28560,36460,3985,38827,-34842,86581,76606,9975
2020-07-03,16892,9639,7253,67409,25763,41646,4072,38406,-34334,88373,73808,14565
2020-07-06,16884,9581,7303,66252,30048,36204,4135,36972,-32837,87271,76601,10670
2020-07-07,16402,8618,7784,65787,29530,36257,4143,36971,-32828,86332,75119,11213
2020-07-08,16728,8323,8405,64631,30301,34330,4136,35268,-31132,85495,73892,11603
2020-07-09,17240,7245,9995,63971,29493,34478,4135,34494,-30359,85346,71232,14114
2020-07-10,16773,8559,8214,66724,27453,39271,4296,35691,-31395,87793,71703,16090
2020-07-13,18225,8064,10161,62052,28053,33999,4359,35031,-30672,84636,71148,13488
2020-07-14,19526,8707,10819,61707,30101,31606,4522,35241,-30719,85755,74049,11706
2020-07-15,15027,7364,7663,51459,23953,27506,4696,35278,-30582,71182,66595,4587
2020-07-16,16492,7410,9082,50745,24487,26258,4867,36515,-31648,72104,68412,3692
2020-07-17,16785,8192,8593,52594,23673,28921,5127,36500,-31373,74506,68365,6141
2020-07-20,17787,7979,9808,53429,24271,29158,4801,36500,-31699,76017,68750,7267
2020-07-21,18589,8773,9816,58044,29268,28776,4699,35519,-30820,81332,73560,7772
2020-07-22,15718,7562,8156,58438,30700,27738,4966,35950,-30984,79122,74212,4910
2020-07-23,18141,7231,10910,55788,31715,24073,4975,37218,-32243,78904,76164,2740
2020-07-24,18119,8594,9525,57673,29218,28455,4967,38586,-33619,80759,76398,4361
2020-07-27,18190,9003,9187,57718,25262,32456,4955,37596,-32641,80863,71861,9002
2020-07-28,18310,9828,8482,56475,27208,29267,4924,38375,-33451,79709,75411,4298
2020-07-29,17129,9127,8002,59034,29904,29130,4860,39555,-34695,81023,78586,2437
2020-07-30,17724,8765,8959,59809,27936,31873,4867,39512,-34645,82400,76213,6187
2020-07-31,18097,9244,8853,60051,30809,29242,4864,39145,-34281,83012,79198,3814
2020-08-03,20033,9124,10909,58563,33940,24623,4857,40474,-35617,83453,83538,-85
2020-08-04,20126,9505,10621,61047,30221,30826,4993,39540,-34547,86166,79266,6900
2020-08-05,17727,8238,9489,62719,31056,31663,4938,39145,-34207,85384,78439,6945
2020-08-06,18782,9125,9657,62223,30745,31478,4889,39086,-34197,85894,78956,6938
2020-08-07,19802,10053,9749,61378,29523,31855,4872,39435,-34563,86052,79011,7041
2020-08-10,19625,10073,9552,59574,30425,29149,4791,38856,-34065,83990,79354,4636
2020-08-11,19742,11056,8686,58185,30232,27953,4788,39432,-34644,82715,80720,1995
2020-08-12,17448,8193,9255,55669,27137,28532,4713,39830,-35117,77830,75160,2670
2020-08-13,17072,8615,8457,55616,27045,28571,4570,38849,-34279,77258,74509,2749
2020-08-14,18464,7975,10489,55260,26516,28744,4552,37816,-33264,78276,72307,5969
2020-08-17,20557,10857,9700,56664,26396,30268,4572,37001,-32429,81793,74254,7539
2020-08-18,19083,8505,10578,53796,26875,26921,4593,37276,-32683,77472,72656,4816
2020-08-19,17740,6628,11112,46718,23469,23249,4701,37735,-33034,69159,67832,1327
2020-08-20,20631,7103,13528,48970,28266,20704,4718,41446,-36728,74319,76815,-2496
2020-08-21,19486,7377,12109,50820,22648,28172,4785,40099,-35314,75091,70124,4967
2020-08-24,19342,7921,11421,50924,21210,29714,4662,39900,-35238,74928,69031,5897
2020-08-25,19223,8875,10348,53266,23296,29970,4743,39236,-34493,77232,71407,5825
2020-08-26,17581,7691,9890,53670,22192,31478,4690,39008,-34318,75941,68891,7050
2020-08-27,17688,7764,9924,53983,22305,31678,4680,38693,-34013,76351,68762,7589
2020-08-28,18978,7315,11663,52326,24467,27859,4662,40064,-35402,75966,71846,4120
2020-08-31,19116,8166,10950,53223,27915,25308,4946,40431,-35485,77285,76512,773
2020-09-01,17991,6845,11146,54399,28326,26073,4907,40039,-35132,77297,75210,2087
2020-09-02,17553,6377,11176,53237,26094,27143,4770,40035,-35265,75560,72506,3054
2020-09-03,16881,6695,10186,56125,27564,28561,4727,39694,-34967,77733,73953,3780
2020-09-04,17294,7676,9618,56513,27336,29177,4684,39773,-35089,78491,74785,3706
2020-09-07,16918,8150,8768,55528,25370,30158,4650,40056,-35406,77096,73576,3520
2020-09-08,17435,8445,8990,59296,27070,32226,4624,40069,-35445,81355,75584,5771
2020-09-09,18953,8578,10375,61562,32639,28923,4589,41815,-37226,85104,83032,2072
2020-09-10,19553,9857,9696,63562,31331,32231,4604,41856,-37252,87719,83044,4675
2020-09-11,20385,9026,11359,63950,34609,29341,4607,41883,-37276,88942,85518,3424
2020-09-14,23873,11992,11881,65536,35931,29605,4850,41300,-36450,94259,89223,5036
2020-09-15,20398,8248,12150,69725,40498,29227,5326,41170,-35844,95449,89916,5533
2020-09-16,18440,6788,11652,57473,24945,32528,6868,41568,-34700,82781,73301,9480
2020-09-17,20082,6075,14007,54254,30032,24222,7785,42358,-34573,82121,78465,3656
2020-09-18,20166,6198,13968,54746,31883,22863,7728,42305,-34577,82640,80386,2254
2020-09-21,21253,6456,14797,53411,40253,13158,7881,43894,-36013,82545,90603,-8058
2020-09-22,21860,6258,15602,53518,41497,12021,8101,45777,-37676,83479,93532,-10053
2020-09-23,20802,6967,13835,51371,37921,13450,8273,46440,-38167,80446,91328,-10882
2020-09-24,21981,7108,14873,51254,35810,15444,8577,48575,-39998,81812,91493,-9681
2020-09-25,21008,7402,13606,53984,29994,23990,8625,48601,-39976,83617,85997,-2380
2020-09-28,20918,7728,13190,54747,33098,21649,8978,46432,-37454,84643,87258,-2615
2020-09-29,21597,9339,12258,55766,32229,23537,8995,46059,-37064,86358,87627,-1269
2020-09-30,18780,7766,11014,58988,30029,28959,9014,45299,-36285,86782,83094,3688
2020-10-05,19896,7733,12163,56318,31509,24809,9015,45261,-36246,85229,84503,726
2020-10-06,20199,8494,11705,58937,33926,25011,9089,44124,-35035,88225,86544,1681
2020-10-07,19069,8261,10808,62260,32180,30080,9128,43447,-34319,90457,83888,6569
2020-10-08,19418,9171,10247,63150,33682,29468,9184,42744,-33560,91752,85597,6155
2020-10-12,20295,9972,10323,62486,33358,29128,9302,42524,-33222,92083,85854,6229
2020-10-13,21329,10325,11004,64315,33246,31069,9287,43126,-33839,94931,86697,8234
2020-10-14,20136,9848,10288,64223,33869,30354,9208,44342,-35134,93567,88059,5508
2020-10-15,22219,8922,13297,63833,33868,29965,9158,45437,-36279,95210,88227,6983
2020-10-16,23012,9728,13284,60673,31928,28745,9123,46350,-37227,92808,88006,4802
2020-10-19,23185,10253,12932,64511,35742,28769,9210,45619,-36409,96906,91614,5292
2020-10-20,25712,11302,14410,65248,38864,26384,9205,45695,-36490,100165,95861,4304
2020-10-21,22634,7129,15505,54094,26628,27466,9360,46456,-37096,86088,80213,5875
2020-10-22,23167,7668,15499,58819,27458,31361,9466,46473,-37007,91452,81599,9853
2020-10-23,23685,7493,16192,56221,27324,28897,9449,46494,-37045,89355,81311,8044
2020-10-26,22183,8170,14013,61234,29151,32083,9675,46810,-37135,93092,84131,8961
2020-10-27,23562,8293,15269,60675,31587,29088,8419,47835,-39416,92656,87715,4941
2020-10-28,22577,7870,14707,61532,31051,30481,8369,49115,-40746,92478,88036,4442
2020-10-29,22578,7486,15092,60179,34783,25396,8361,50074,-41713,91118,92343,-1225
2020-10-30,24753,8245,16508,62388,33332,29056,8286,51607,-43321,95427,93184,2243
2020-11-02,24510,7786,16724,60291,32707,27584,8297,51838,-43541,93098,92331,767
2020-11-03,24385,8814,15571,63754,32288,31466,8452,50073,-41621,96591,91175,5416
2020-11-04,24816,8033,16783,64920,33133,31787,8775,48792,-40017,98511,89958,8553
2020-11-05,25083,8567,16516,68474,33005,35469,9076,48759,-39683,102633,90331,12302
2020-11-06,24315,9939,14376,73312,32433,40879,9270,48280,-39010,106897,90652,16245
2020-11-09,23921,9283,14638,75451,38129,37322,9783,46687,-36904,109155,94099,15056
2020-11-10,24245,9235,15010,73552,36648,36904,9923,47007,-37084,107720,92890,14830
2020-11-11,25043,9143,15900,73383,38673,34710,10226,45164,-34938,108652,92980,15672
2020-11-12,22936,7903,15033,75045,37542,37503,10172,45136,-34964,108153,90581,17572
2020-11-13,22259,7222,15037,75129,39899,35230,10034,44110,-34076,107422,91231,16191
2020-11-16,22997,7680,15317,74111,44125,29986,10289,41447,-31158,107397,93252,14145
2020-11-17,23661,6335,17326,75866,49161,26705,10737,40458,-29721,110264,95954,14310
2020-11-18,20033,5866,14167,62799,36535,26264,10782,39310,-28528,93614,81711,11903
2020-11-19,20551,5388,15163,60752,37380,23372,10735,38660,-27925,92038,81428,10610
2020-11-20,20427,5306,15121,59026,37188,21838,10743,37458,-26715,90196,79952,10244
2020-11-23,21003,5858,15145,54806,37524,17282,10861,36307,-25446,86670,79689,6981
2020-11-24,21317,7061,14256,54987,37161,17826,10790,35875,-25085,87094,80097,6997
2020-11-25,20959,8393,12566,58859,39913,18946,10663,34711,-24048,90481,83017,7464
2020-11-26,21239,8766,12473,59772,44776,14996,10834,33090,-22256,91845,86632,5213
2020-11-27,22120,9346,12774,59821,43008,16813,10830,32904,-22074,92771,85258,7513
2020-11-30,24804,8794,16010,58984,47344,11640,10786,33284,-22498,94574,89422,5152
2020-12-01,24324,8778,15546,58506,50335,8171,10864,31799,-20935,93694,90912,2782
2020-12-02,23023,7501,15522,59244,49508,9736,10848,30916,-20068,93115,87925,5190
2020-12-03,23867,8044,15823,57190,46932,10258,10861,30728,-19867,91918,85704,6214
2020-12-04,25626,9747,15879,61232,51470,9762,10825,29931,-19106,97683,91148,6535
2020-12-07,27166,10115,17051,57110,51155,5955,10846,29653,-18807,95122,90923,4199
2020-12-08,27804,10963,16841,56348,51239,5109,10991,29002,-18011,95143,91204,3939
2020-12-09,26894,8857,18037,54615,55307,-692,11129,28577,-17448,92638,92741,-103
2020-12-10,28428,10350,18078,55021,56013,-992,11330,29262,-17932,94779,95625,-846
2020-12-11,29618,10551,19067,54332,55771,-1439,11161,29214,-18053,95111,95536,-425
2020-12-14,31050,10708,20342,51006,55628,-4622,11332,29434,-18102,93388,95770,-2382
2020-12-15,29977,9593,20384,56653,56994,-341,12010,30283,-18273,98640,96870,1770
2020-12-16,24142,6155,17987,43369,47014,-3645,12487,29185,-16698,79998,82354,-2356
2020-12-17,25029,5504,19525,42324,49210,-6886,12298,29217,-16919,79651,83931,-4280
2020-12-18,24715,5887,18828,44345,50312,-5967,12245,29220,-16975,81305,85419,-4114
2020-12-21,25031,5722,19309,45919,50492,-4573,12402,28709,-16307,83352,84923,-1571
2020-12-22,25349,6297,19052,43988,49710,-5722,12261,29516,-17255,81598,85523,-3925
2020-12-23,24590,6094,18496,41861,48660,-6799,12383,28906,-16523,78834,83660,-4826
2020-12-24,24354,6265,18089,43405,47904,-4499,12499,28674,-16175,80258,82843,-2585
2020-12-25,25360,5982,19378,42539,48287,-5748,12482,28315,-15833,80381,82584,-2203
2020-12-28,26445,6163,20282,42701,52067,-9366,12530,27774,-15244,81676,86004,-4328
2020-12-29,26754,5705,21049,43212,52802,-9590,12543,27772,-15229,82509,86279,-3770
2020-12-30,24659,5410,19249,47884,54421,-6537,12669,27003,-14334,85212,86834,-1622
2020-12-31,26060,5565,20495,47023,56345,-9322,12690,25887,-13197,85773,87797,-2024
2021-01-04,27483,5910,21573,47304,57524,-10220,12858,25023,-12165,87645,88457,-812
2021-01-05,28458,6224,22234,47213,58138,-10925,12852,25091,-12239,88523,89453,-930
2021-01-06,28872,7036,21836,47161,58291,-11130,12893,25013,-12120,88926,90340,-1414
2021-01-07,29952,6675,23277,48671,61467,-12796,12945,23913,-10968,91568,92055,-487
2021-01-08,29659,6595,23064,51101,66427,-15326,12971,23137,-10166,93731,96159,-2428
2021-01-11,31217,7287,23930,50064,68908,-18844,12994,23112,-10118,94275,99307,-5032
2021-01-12,31890,8541,23349,52701,71902,-19201,12920,23119,-10199,97511,103562,-6051
2021-01-13,31078,7378,23700,53259,74794,-21535,13051,22457,-9406,97388,104629,-7241
2021-01-14,33241,8096,25145,49059,77177,-28118,13067,22699,-9632,95367,107972,-12605
2021-01-15,32449,7733,24716,45754,70606,-24852,13029,22511,-9482,91232,100850,-9618
2021-01-18,33041,6716,26325,48758,76741,-27983,12966,22616,-9650,94765,106073,-11308
2021-01-19,32007,5739,26268,39270,69252,-29982,13225,21902,-8677,84502,96893,-12391
2021-01-20,25776,4645,21131,33210,49927,-16717,13104,22325,-9221,72090,76897,-4807
2021-01-21,26331,4736,21595,30347,50928,-20581,13036,21045,-8009,69714,76709,-6995
2021-01-22,27528,4502,23026,29227,56778,-27551,13286,21602,-8316,70041,82882,-12841
2021-01-25,28482,4817,23665,29970,59093,-29123,13142,21865,-8723,71594,85775,-14181
2021-01-26,28718,5900,22818,30505,58009,-27504,12876,22833,-9957,72099,86742,-14643
2021-01-27,27430,5862,21568,31457,59563,-28106,12761,22822,-10061,71648,88247,-16599
2021-01-28,27533,6511,21022,31669,59476,-27807,12346,23259,-10913,71548,89246,-17698
2021-01-29,28592,7686,20906,35390,52756,-17366,12070,24133,-12063,76052,84575,-8523
